state,county,population,zips
PA,Philadelphia,5637884,19154 19151 19150 19153 19152 19102 19103 19106 19107 19104 19109 19128 19129 19120 19121 19122 19123 19124 19125 19126 19127 19112 19111 19115 19114 19116 19119 19118 19148 19149 19146 19147 19144 19145 19142 19143 19140 19141 19139 19138 19137 19136 19135 19134 19133 19132 19131 19130 19019 19092 19093 19099 19101 19105 19108 19110 19155 19160 19161 19162 19170 19171 19172 19173 19175 19176 19177 19178 19179 19181 19182 19183 19184 19185 19187 19188 19190 19191 19192 19193 19194 19195 19196 19197 19244 19255
RI,Washington,26905,02832 02891 02812 02813 02813 02898 02879 02883 02891 02808 02879 02881 02891 02804 02882 02880
RI,Providence,1506992,02863 02815 02825 02915 02914 02916 02828 02917 02903 02906 02907 02905 02908 02909 02904 02912 02901 02902 02918 02940 02905 02831 02920 02910 02921 02823 02830 02864 02864 02859 02824 02814 02895 02861 02860 02862 02814 02829 02825
RI,Newport,37582,02841 02840 02842 02871 02842
RI,Kent,81624,02827 02818 02886 02889 02888 02887
NV,Elko,46945,89828 89830 89883 89832 89835 89815 89801 89825 89830 89801 89822
NV,Pershing,2971,89419 89418 89419 89419 89418 89445
NV,Clark,3549678,89044 89052 89002 89074 89015 89014 89011 89012 89009 89077 89032 89031 89030 89086 89084 89085 89081 89115 89033 89087 89019 89039 89025 89067 89046 89178 89183 89054 89139 89141 89148 89113 89118 89119 89123 89103 89102 89109 89183 89169 89118 89119 89121 89120 89123 89111 89132 89154 89159 89160 89170 89177 89193 89135 89007 89027 89024 89103 89147 89146 89148 89113 89117 89118 89150 89164 89029 89028 89004 89107 89106 89104 89102 89101 89108 89138 89130 89131 89134 89143 89146 89145 89144 89149 89124 89110 89117 89129 89128 88901 88905 89105 89114 89116 89125 89126 89127 89133 89136 89137 89140 89151 89152 89153 89155 89157 89158 89162 89163 89165 89173 89185 89195 89124 89007 89040 89021 89122 89019 89104 89142 89110 89115 89156 89121 89122 89180 89115 89191 89124 89018 89070 89109 89169 89121 89199 89046 89046 89005 89006
NV,Douglas,44385,89423 89410 89448 89423 89410 89413 89410 89410 89460 89411 89448 89444 89413 89449 89411 89448 89413 89423 89410 89449 89410 89410 89705 89423
NV,Washoe,603739,89405 89412 89451 89450 89511 89452 89508 89506 89704 89521 89523 89439 89503 89502 89501 89506 89509 89508 89519 89512 89505 89507 89533 89555 89557 89595 89599 89441 89436 89436 89434 89431 89432 89435 89437 89510 89506 89504 89523 89451 89402 89405 89433 89424 89510 89442 89523 89439
NV,Lincoln,4955,89043 89034 89042 89043 89008 89001 89017 89043 89008 89001 89043 89008
NV,Eureka,863,89821 89316
NV,Humboldt,12066,89426 89421 89445 89421 89404 89414 89438 89445 89425
NV,Mineral,4252,89415 89427 89422 89415
NV,Nye,39093,89409 89003 89049 89048 89060 89061 89041
NV,Storey,546,89440
NV,Churchill,16532,89406 89406 89407 89496
NV,Lyon,40232,89428 89403 89428 89429 89444 89430 89408 89447 89429
NV,Lander,3439,89310 89820 89310
NV,White Pine,6095,89301 89318 89301 89315 89319 89317 89311
NV,Esmeralda,764,89047 89013 89010
NV,Carson City,57525,89701 89703 89702 89705 89706 89711 89712 89713 89714
VA,Prince William,383446,22193 22192 20169 20155 20168 20110 20111 20110 20111 20112 22191 22194 22134 22193 22025 20109 20111 20113 22192 20181 20182 20136 20155 22192 22191 22026 22026 22134 22135 22191 22195 22192 22125 22191 20169 20155 20156 20109 22172 22193 20112 20169
VA,Henrico,201612,23228 23222 23223 23060 23059 23058 23150 23250 23231 23059 23059 23233 23238 23229 23226 23255 23288 23228 23075 23223 23060 23233 23227 23228 23230 23223 23231
VA,Bedford,18475,24064 24122 24523 24551 24526
VA,Accomack,20526,23426 23442 23421 23423 23442 23417 23418 23306 23350 23420 23417 23395 23421 23336 23357 23301 23441 23420 23308 23407 23414 23308 23395 23415 23303 23442 23440 23421 23416 23396 23417 23421 23410 23421 23301 23337 23303 23415 23410 23417 23420 23423 23389 23359 23420 23308 23420 23422 23407 23359 23308 23417 23357 23421 23480 23401 23420 23427 23420 23417 23442 23356 23356 23301
VA,Montgomery,125448,24149 24087 24060 24087 24162 24087 24060 24061 24062 24063 24111 24141 24073 24073 24060 24073 24068
VA,Shenandoah,21868,22847 22842 22824 22660 22842 22810 22844 22664 22644 22657
VA,Loudoun,314440,20141 20142 20148 20165 20148 20166 20165 20132 20176 20175 20177 20178 20158 20159 20166 20105 20148 20164 20148 20118 20117 20132 20134 20165 20180 20105 20164 20167 20147 20147 20166 20152 20147 20166 20103 20146 20149 20189 20147 20176
VA,Fairfax,1050934,22015 22153 22152 22009 22030 22031 22037 22033 20171 22039 22153 22303 22310 22306 22315 22039 22079 22151 22044 22041 22030 22032 22118 22181 22182 22032 20171 20196 22151 22046 22043 22101 22102 22067 22103 22106 22107 22108 22109 22151 22150 22156 22159 22161 22313 22031 22003 22042 22032 22079 22199 22044 22041 22180 22183 22033 22046 22043 20170 20172 22095 22015 22031 22042 22180 20069 20070 22081 22082 22119 22030 22032 22039 22153 22150 22079 22122 22152 22310 22315 22060 22153 22079 22003 22042 20041 22042 22079 22306 22043 22041 22311 20206 22350 20151 20153 22310 22315 22031 22124 22181 22185 22030 22033 22035 20194 20191 20190 20192 20195 22096 22312 22079 22309 22121 22027 22180 22182 22031 22034 22036 22116 22306 22307 22308 20171 20170 22066 22151 22160 20120 20124 20121 20124 22306 22307 22303 22030 22033
VA,Halifax,12725,23962 24534 24589 24592 24598 24577 24520 24592 24592 24558 24558
VA,Albemarle,32590,22911 22901 22940 22911 22911 22901 22903 22945 22932 24590 22937 22903 22904 22908 22947
VA,Galax,6505,24333
VA,King William,4260,23086 23009 23181 23086
VA,Franklin,25191,24184 24121 24101 24065 23851 24176 24151 24121 24088 24151 24137
VA,Botetourt,13673,24064 24077 24019 24175 24083 24066 24090 24175
VA,Wise,17817,24279 24224 24283 24219 24230 24230 24216 24293
VA,Brunswick,4137,23845 23887 23857 23821 23889 23920 23868
VA,Carroll,6587,24317 24381 24343 24343 24328
VA,Pulaski,22614,24347 24347 24141 24084 24324 24141 24132 24301 24058 24347
VA,Henry,17163,24089 24112 24055 24148 24165 24112 24148 24054 24078 24112 24055 24112 24054 24112 24168 24055 24148
VA,Pittsylvania,10046,24563 24527 24540 24557 24563 24557 24540 24531
VA,Clarke,5627,22620 20135 22611
VA,Alleghany,6020,24448 24422 24474 24426 24474 24457
VA,Sussex,3211,23890 23882 23884 23890 23888 23882
VA,Northampton,3513,23310 23310 23316 23347 23310 23413 23350
VA,Washington,12792,24236 24340 24210 24211 24212 24361 24327 24361 24340
VA,Chesterfield,123357,23836 23234 23237 23234 23237 23225 23235 23236 23803 23806 23834 23235 23236 23803 23112 23237 23831 23112 23235
VA,Tazewell,25182,24641 24612 24637 24609 24651 24630 24608 24605 24651 24635 24641 24609 24649 24612 24639 24640 24630
VA,Isle of Wight,21896,23430 23430 23431 23851 23314 23314 23430 23487 23315 23851
VA,Mecklenburg,11065,23919 23924 23927 23924 23917 23970 23924 23950 23970 23950 23915 23970
VA,Campbell,21960,24538 24551 24550 24502 24517 24588 24528
VA,Appomattox,1999,24522 23958
VA,Portsmouth,94572,23709 23708 23704 23707 23701 23703 23702 23705
VA,Lunenburg,2974,23944 23974 23952 23974
VA,Augusta,35875,22980 24431 24477 24432 24421 24467 22952 22980 24477 22952 24477 24401 24401 24482 22980 22939 24401 24440 24441 24401 24459 24411 24430 24486 22980 22980 24401 24467 24431 24437 24469 24430
VA,Amherst,13379,24572 24521
VA,Lee,4727,24277 24243 24265 24282 24263 24248 24277 24218
VA,Fauquier,28233,20119 20198 20115 20116 20187 22712 20186 20119 22728 20138 20198 22728 22734 22712 20186
VA,Emporia,6366,23847
VA,Danville,47135,24540 24541
VA,Smyth,15533,24319 24354 24375 24370 24311 24354 24319 24354 24354
VA,Prince George,7350,23801 23875 23805
VA,Spotsylvania,6798,22551 22553 22551
VA,Radford,17658,24142 24141 24143
VA,Stafford,18961,22554 22405 22406 22554 22555
VA,Louisa,2879,23093 23093 23117
VA,Northumberland,98,22473
VA,Greene,3190,22973 22968 22968
VA,Roanoke,265136,24179 24020 24019 24050 24153 24014 24015 24016 24017 24011 24012 24013 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24022 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043 24018
VA,Wythe,10398,24382 24350 24382 24360 24368 24382 24360
VA,Chesapeake,240397,23325 23324 23323 23322 23321 23320 23326 23327 23328
VA,Nelson,3517,22958 22967 22949 22922 22971 22958 22969
VA,Southampton,2993,23827 23837 23874 23878 23829 23866 23828
VA,Westmoreland,4119,22443 22520
VA,Warren,26313,22642 22630 22630 22642 22630
VA,Rockingham,34165,22801 22815 22853 22841 22815 24441 22821 22812 22801 22846 22840 22827
VA,Richmond,1061392,22572 23222 23223 23220 23221 23226 23227 23224 23225 23230 23235 23234 23219 23173 23218 23232 23249 23260 23261 23269 23274 23276 23278 23282 23284 23285 23286 23289 23290 23291 23292 23295 23298
VA,Colonial Heights,17830,23834
VA,Caroline,7004,22546 22538 22535 22427 22428 22546
VA,Bath,881,24445 24484
VA,Craig,150,24127
VA,York,4572,23690 23665
VA,Russell,7275,24237 24272 24266 24260 24225 24224
VA,Middlesex,2268,23175 23149 23043
VA,Culpeper,19986,22701
VA,Grayson,1520,24378 24330 24333 24348
VA,Frederick,6964,22655 22645 22602 22637 22625
VA,Charlotte,2046,23937 23959 23947 23923
VA,Harrisonburg,74023,22801 22802 22807 22803
VA,Rappahannock,1602,22740 22747 22640 22627 22640 22623
VA,Scott,3960,24251 24271 24290 24245 24244 24244
VA,Waynesboro,22327,22980
VA,Greensville,597,23867 23870
VA,Prince Edward,10187,23901 23909 23943 23901
VA,King George,10684,22485 22485 22485 22485 22448
VA,Newport News,179388,23601 23603 23608 23604 23605 23606 23607 23602 23609 23612 23628 23630
VA,Surry,939,23883 23881 23883 23888 23846 23839 23899
VA,Nottoway,7606,23930 23930 23955 23922 23824
VA,Manassas,41501,20110 20108
VA,Falls Church,14583,22046 22040
VA,Fluvanna,9924,22963 22963 23038
VA,Giles,8775,24124 24147 24134 24136 24093
VA,Patrick,3423,24133 24171 24171
VA,Page,8671,22851 22849 22835
VA,Madison,1712,22727 22715
VA,Buena Vista,6219,24416
VA,Mathews,1108,23064 23066 23109
VA,Dickenson,2114,24256 24226 24228
VA,Buckingham,714,23921 23936 23921
VA,Hanover,45716,23069 23005 23116 23111
VA,Salem,25862,24153 24155 24157
VA,Orange,14161,22942 22508 22960
VA,Goochland,669,23063 23014
VA,Norfolk,244703,23509 23508 23507 23504 23503 23502 23505 23518 23510 23513 23517 23551 23523 23511 23501 23506 23514 23515 23519 23529 23541
VA,Alexandria,160035,22302 22301 22304 22305 22311 22314 22320 22331 22332 22333 22334
VA,Buchanan,1376,24614 24656 24614 24631
VA,Lancaster,2229,22480 22578 22503 22482
VA,Floyd,438,24091
VA,Staunton,58470,24401 24402
VA,Powhatan,305,23139
VA,Charlottesville,102016,22901 22902 22903 22905 22906 22909
VA,Charles City,105,23030
VA,Bland,430,24315
VA,Poquoson,12053,23662
VA,Arlington,229534,22209 22203 22202 22201 22207 22206 22205 22204 22214 22211 22213 20406 22210 22212 22215 22216 22217 22219 22225 22226 22227 22230 22240 22241 22242 22243 22244 22245 22246
VA,Dinwiddie,486,23872
VA,Amelia,906,23002
VA,Gloucester,11655,23062 23072 23018 23131 23184 23061
VA,Suffolk,90237,23433 23432 23437 23436 23435 23434 23438 23439
VA,Fredericksburg,164976,22401 22404 22412
VA,Highland,138,24465
VA,Hampton,134669,23666 23651 23605 23669 23661 23663 23664 23665 23667 23668 23670 23681
VA,Essex,2582,22560
VA,Cumberland,172,23040
VA,Martinsville,33363,24112 24113 24114 24115
VA,Covington,7822,24426
VA,Williamsburg,80855,23187 23185
VA,Petersburg,31750,23803 23805 23804
VA,Rockbridge,2716,24439 24555 24450
VA,Lynchburg,125004,24504 24502 24503 24501 24505 24506 24513 24514
VA,Norton,10451,24273
VA,New Kent,406,23124
VA,Manassas Park,16591,20111
VA,Hopewell,22621,23860
VA,Bristol,16790,24201 24202 24203 24205 24209 37625
VA,Virginia Beach,1480383,23459 23451 23453 23452 23455 23457 23456 23454 23460 23461 23462 23464 23450 23458 23463 23465 23466 23467 23471 23479
VA,Lexington,8841,24450
VA,Winchester,74031,22601 22604
VA,King and Queen,108,23085
CO,Conejos,3992,81151 81140 81141 81120 81129 81120 81148 81140 81124
CO,Adams,839793,80247 80137 80045 80018 80019 80016 80017 80014 80015 80012 80013 80010 80011 80040 80041 80042 80044 80046 80047 80251 80102 80260 80233 80241 80602 80640 80023 80229 80614 80640 80022 80037 80602 80031 80036 80260 80233 80234 80603 80216 80221 80229 80221 80263 80603 80601 80003 80221 80022 80024 80260 80221 80229 80030 80031 80234 80005 80003 80021 80020 80035
CO,Pueblo,179447,81022 81019 81069 81006 81006 81006 81025 81004 81005 81003 81001 81008 81002 81010 81011 81012 81069 81023 81007
CO,Rio Grande,6499,81154 81154 81132 81144 81135 81154
CO,Gunnison,9769,81241 81224 81623 81231 81230 81225
CO,Chaffee,13829,81201 81211 81201 81201 81242 81211 81227 81201
CO,Kit Carson,4925,80805 80807 80834 80861 80815 80836
CO,Jefferson,460547,80401 80403 80419 80402 80128 80123 80214 80439 80437 80002 80403 80465 80235 80127 80433 80401 80465 80454 80212 80465 80228 80465 80232 80235 80214 80215 80227 80226 80228 80201 80225 80439 80457 80128 80127 80162 80401 80401 80401 80453 80005 80004 80007 80003 80002 80403 80001 80006 80212 80401 80033 80212 80214 80034
CO,Teller,13851,80814 80819 80863 80866 80813 80816 80814 80860 80860
CO,Mineral,312,81130
CO,Phillips,3384,80721 80734 80731 80746 80731
CO,Boulder,400229,80481 80302 80027 80301 80466 80026 80302 80302 80481 80302 80540 80510 80302 80302 80540 80025 80303 80455 80302 80481 80302 80304 80306 80310 80304 80305 80302 80303 80301 80307 80309 80314 80501 80503 80504 80466 80544 80503 80026 80466 80302 80303 80503 80301 80027 80455 80466 80308 80516
CO,San Miguel,4605,81423 81435 81430 81435 81426 81435
CO,Weld,300108,80729 80542 80504 80513 80643 80644 80631 80610 80651 80543 80742 80534 80645 80520 80504 80621 80648 80621 80603 80514 80634 80631 80632 80633 80638 80639 80603 80650 80651 80643 80642 80645 80634 80620 80504 80530 80516 80651 80623 80621 80615 80631 80550 80551 80546 80550 80615 80610
CO,Otero,14811,81050 81050 81050 81077 81058 81050 81067 81039 81030 81050
CO,Baca,2264,81090 81029 81073 81064 81084 81087
CO,Elbert,6409,80106 80107 80107 80117 80835
CO,Bent,3842,81044 81054
CO,Denver,2787266,80264 80230 80231 80236 80237 80235 80238 80239 80123 80249 80247 80246 80290 80293 80294 80218 80219 80210 80211 80212 80216 80221 80220 80223 80222 80224 80227 80209 80207 80206 80205 80204 80202 80014 80203 80208 80217 80243 80244 80248 80250 80256 80257 80259 80261 80262 80265 80266 80271 80273 80274 80281 80291 80299
CO,El Paso,784729,80921 80906 80911 80840 80841 80832 80951 80909 80904 80905 80906 80907 80903 80939 80938 80910 80917 80916 80915 80914 80919 80918 80927 80924 80925 80922 80923 80920 80921 80929 80901 80932 80934 80935 80936 80937 80941 80942 80946 80947 80949 80950 80960 80962 80977 80995 80997 80829 80132 80926 80808 80817 80819 80809 80933 80908 80106 80912 80911 80925 80931 80831 80808 80902 80913 80133 80132 80915 80922 80970 80132 80921
CO,Hinsdale,441,81235 81147 81235
CO,Arapahoe,258963,80123 80110 80111 80113 80111 80222 80136 80113 80110 80150 80151 80018 80112 80103 80121 80111 80105 80112 80123 80016 80122 80121 80112 80016 80015 80111 80155 80161 80136 80103 80128 80122 80123 80120 80160 80165 80166 80246 80102 80137
CO,Routt,17364,80467 81639 80469 80487 80488 80477 80483
CO,Crowley,1738,81063 81076 81033 81063 81062
CO,Las Animas,9684,81082 81082 81082 81049 81091 81020 81082 81046 81082 81082 81082 81027 81082 81020 81091
CO,Mesa,198632,81505 81504 81507 81506 81501 81520 81504 81624 81526 81521 81503 81524 81630 81507 81502 81504
CO,Kiowa,783,81071 81071 81036 81071 81045
CO,Fremont,44076,81221 81233 81226 81290 81222 81223 81212 81212 81215 81212 81226 81212 81244 81240
CO,Park,1063,80820 80440 80420
CO,Montezuma,12142,81327 81334 81321 81328 81323
CO,Logan,16773,80728 80722 80741 80751 80745 80736 80726 80747
CO,Dolores,999,81332 81324
CO,Yuma,6359,80735 80755 80758 80759 80758 80727 80824 80822
CO,Grand,8908,80459 80482 80451 80468 80482 80442 80478 80446 80447 80478
CO,Summit,33347,80435 80424 80498 80424 80443 80498 80435 80435 80443
CO,Larimer,411848,80545 80534 80513 80547 80528 80524 80549 80517 80538 80537 80539 80521 80528 80526 80524 80525 80523 80527 80553 80524 80535
CO,Douglas,290493,80134 80125 80135 80118 80104 80108 80109 80134 80112 80134 80108 80135 80129 80126 80130 80163 80108 80125 80135 80131 80134 80118 80124 80134 80138 80134 80124 80116 80135
CO,Prowers,9320,81052 81047 81043 81047 81092 81041
CO,Saguache,3055,81149 81143 81131 81155 81125
CO,Eagle,50268,81657 81637 81631 81631 81649 81645 81649 81632 81621 80463 81655 81631 81632 81620 81655 81623 81637
CO,Clear Creek,6366,80439 80436 80476 80439 80439 80452 80452 80476 80444 80438
CO,Moffat,9805,81625 81640 81625 81610
CO,Alamosa,12685,81101 81102 81136 81101
CO,Pitkin,11546,81615 81611 81642 81656 81611 81611 81623
CO,Garfield,47862,81601 81601 81623 81647 81601 81650 81652 81623 81635 81636 81635 81601 81623
CO,Huerfano,3618,81089 81055
CO,Ouray,2589,81427 81403 81432 81432 81432
CO,Cheyenne,1075,80825 80810
CO,Montrose,26239,81425 81431 81424 81422 81403 81401 81402
CO,Sedgwick,1658,80737 80744 80749
CO,La Plata,23524,81137 81301 81303 81137 81122
CO,Lincoln,3020,80821 80828 80826 80818 80804
CO,Washington,2221,80720 80743
CO,Gilpin,1015,80427 80422 80427 80422 80422
CO,Morgan,21981,80701 80653 80653 80654 80701 80649 80701 80701 80733 80705 80701 80723 80750
CO,Jackson,598,80480
CO,Delta,17141,81415 81410 81418 81414 81419 81416 81428 81413
CO,Costilla,1523,81151 81152 81123 81133
CO,Custer,1259,81252 81252
CO,Rio Blanco,4627,81641 81648
CO,Lake,7129,80461 80461
CO,Broomfield,68341,80023 80021 80020 80516 80038
CO,Archuleta,5813,81147 81137 81147 81121
CO,San Juan,650,81433
CA,El Dorado,158977,95672 95762 95682 95726 95709 95636 95614 95667 96150 96151 96152 96154 96156 96157 96158 95667 95667 95623 95619 95709 95672 95682 95634 95667 95633 95651 95682
